filename,data_type,text,text_length,word_count,file_path
sec_filing_001.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM DEF 14A

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

ADOBE INC.
(Exact name of registrant as specified in its charter)

Delaware                    001-56652              15-3602949
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Adobe Inc. entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

ADOBE INC.

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2412,326,legal_data\sec\sec_filing_001.txt
sec_filing_002.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM DEF 14A

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

META PLATFORMS INC.
(Exact name of registrant as specified in its charter)

Delaware                    001-25742              43-5972052
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Meta Platforms Inc. entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

META PLATFORMS INC.

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2439,329,legal_data\sec\sec_filing_002.txt
sec_filing_003.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM 10-Q

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

ALPHABET INC.
(Exact name of registrant as specified in its charter)

Delaware                    001-88342              77-1431949
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Alphabet Inc. entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

ALPHABET INC.

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2418,325,legal_data\sec\sec_filing_003.txt
sec_filing_004.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM 8-K

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

ADOBE INC.
(Exact name of registrant as specified in its charter)

Delaware                    001-61170              77-9038991
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Adobe Inc. entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

ADOBE INC.

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2408,325,legal_data\sec\sec_filing_004.txt
sec_filing_005.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM 10-K

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

ORACLE CORPORATION
(Exact name of registrant as specified in its charter)

Delaware                    001-93476              54-9308983
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Oracle Corporation entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

ORACLE CORPORATION

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2433,325,legal_data\sec\sec_filing_005.txt
sec_filing_006.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM 8-K

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

ADOBE INC.
(Exact name of registrant as specified in its charter)

Delaware                    001-90161              43-6319452
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Adobe Inc. entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

ADOBE INC.

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2408,325,legal_data\sec\sec_filing_006.txt
sec_filing_007.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM 10-K

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

ADOBE INC.
(Exact name of registrant as specified in its charter)

Delaware                    001-41136              96-5261906
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Adobe Inc. entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

ADOBE INC.

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2409,325,legal_data\sec\sec_filing_007.txt
sec_filing_008.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM 8-K

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

ORACLE CORPORATION
(Exact name of registrant as specified in its charter)

Delaware                    001-77572              36-2634165
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Oracle Corporation entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

ORACLE CORPORATION

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2432,325,legal_data\sec\sec_filing_008.txt
sec_filing_009.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM 10-Q

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

TESLA INC.
(Exact name of registrant as specified in its charter)

Delaware                    001-72784              38-8412493
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Tesla Inc. entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

TESLA INC.

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2409,325,legal_data\sec\sec_filing_009.txt
sec_filing_010.txt,sec,"UNITED STATES
SECURITIES AND EXCHANGE COMMISSION
Washington, D.C. 20549

FORM DEF 14A

CURRENT REPORT
Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934

Date of Report: August 26, 2025

ORACLE CORPORATION
(Exact name of registrant as specified in its charter)

Delaware                    001-55336              68-5126041
(State of incorporation)    (Commission File Number)                      (IRS Employer Identification No.)

ITEM 1.01 Entry into a Material Definitive Agreement

On August 26, 2025, Oracle Corporation entered into a significant commercial agreement 
with a major technology partner. This agreement establishes the terms and conditions for 
a strategic partnership that will enable both companies to leverage their respective 
strengths in the marketplace.

The key terms of this agreement include:

WHEREAS, the Company seeks to expand its market presence through strategic partnerships;
WHEREAS, the counterparty possesses complementary technology and market access;
WHEREAS, both parties desire to create synergistic value through collaboration;

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the parties agree as follows:

1. SCOPE OF PARTNERSHIP: The parties shall collaborate on joint product development 
   and market expansion initiatives.

2. INTELLECTUAL PROPERTY: Each party retains ownership of its pre-existing intellectual 
   property while jointly developed IP shall be shared according to contribution.

3. FINANCIAL TERMS: Revenue sharing shall be calculated based on predefined metrics 
   and performance milestones.

4. TERM AND TERMINATION: This agreement shall remain in effect for an initial term 
   of three years, with automatic renewal provisions.

The agreement contains customary representations, warranties, and indemnification provisions. 
The Company believes this partnership will create significant value for shareholders through 
enhanced market opportunities and operational synergies.

This agreement was negotiated at arm's length and was approved by the Company's board of 
directors following review by legal counsel.

SIGNATURES

Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly 
caused this report to be signed on its behalf by the undersigned hereunto duly authorized.

ORACLE CORPORATION

By: /s/ [Chief Executive Officer]
    Chief Executive Officer
Date: August 26, 2025
",2436,326,legal_data\sec\sec_filing_010.txt
